tmid,date,seq_id,exp_time_cmd,exp_time,filter,Alt,Az,current_mean,current_std,alt_std,az_std,electrometer_filename,flag
20240925192834,2024-09-25 19:28:34.631712,113,12.119335,12.478951,Empty,89.32026,117.17219,-1.2157923801652892e-05,6.920552545933754e-06,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_113.npy,True
20240925192851,2024-09-25 19:28:51.723020,114,,0.929282,Empty,87.88109,146.12403,-2.647673e-05,1.7994721448248463e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_114.npy,False
20240925192857,2024-09-25 19:28:57.368601,115,,0.929943,Empty,78.54646,146.12403,-2.053981e-05,1.254950198215183e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_115.npy,False
20240925192904,2024-09-25 19:29:04.412296,116,,0.929581,Empty,68.88469,146.12403,-4.346633999999999e-06,2.2294393914164503e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_116.npy,False
20240925192911,2024-09-25 19:29:11.465700,117,,0.92946,Empty,59.6828,146.12403,-3.562615e-06,4.770586965982842e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_117.npy,False
20240925192918,2024-09-25 19:29:18.519299,118,,0.929215,Empty,49.97788,146.12403,-4.664885e-06,6.32585962537895e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_118.npy,False
20240925192926,2024-09-25 19:29:26.983265,119,,0.929432,Empty,40.32785,146.12403,-1.9015268e-06,4.1171635867428225e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_119.npy,False
20240925192940,2024-09-25 19:29:40.635326,120,12.4180375,12.829254,Empty,89.1356,146.12403,-1.0044864669354838e-05,9.353148336503249e-06,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_120.npy,True
20240925192957,2024-09-25 19:29:57.739443,121,,0.929925,Empty,87.31944,175.41193,-2.607151e-05,1.769434938051692e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_121.npy,False
20240925193003,2024-09-25 19:30:03.379181,122,,0.929848,Empty,77.95652,175.41193,-2.495917e-05,7.772387020728649e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_122.npy,False
20240925193010,2024-09-25 19:30:10.430640,123,,0.929752,Empty,68.25542,175.41193,-8.389871e-06,1.0586071036981724e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_123.npy,False
